asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B00BPDMVDU,"[0, 0]",5,Have read all three books in this series and just got the fourth am so excited to start reading it now but my husband goes in tomorrow for cancer surgery and I know I will need something to read. Anyway the books keep getting better from the first one the characters had me hooked. I love series books and am OCD once I start reading them I can`t put them down. Great job Danielle I am sure this fourth book will not disappoint.,"07 22, 2013",A63YCZ6WRBJPU,Becki Knopp,Great,1374451200
B007H90BJM,"[0, 0]",5,But please be married when you read this book because really!!!! It can get your juices going.  So make sure you have a husband/wife/something.,"12 21, 2012",A3LJST1RMWS5X0,"Mustang Fyant ""The Laughing Cowgirl""",Its good for those rainy days,1356048000
B009L5B8LK,"[1, 1]",4,I like to read zombie books and the different views of the different authors. Peebles has an excellent concept I will attempt to continue to follow the story.,"05 17, 2013",AIX6ESOK3I8JE,Jerry Roessler,Zombies,1368748800
B00BRWYURE,"[0, 0]",4,Short and sweet!  No depth or real drama.  Cute read!  Recommend if you want to read something funny in a short amount of time.,"03 17, 2013",ALW3IUB62CD3N,nikiw.,Short and sweet!,1363478400
B00550M0SU,"[0, 0]",5,"I could not put this book down. It was well written and the story had suspence, romance, and humor. I have never read this author before and hope she comes out with another romantic suspence novel. Dangerous Kisses keeps your interest without any lulls and repetition like some books tend to do. Worth the time to read and money to buy!","10 28, 2011",ASNFJ9IDX4Y2V,mitzi926,Great Book,1319760000
B009QTK5QA,"[1, 1]",5,"This was a great book full of suspense and action and emotion.  However, it didn't occur to me that it wasn't the last in the series... it should have, of course, since 3 is a magic number in series.. so I almost cried when it was over without being over.  Seriously, my heart rate was climbing, thinking there were going to be some answers, and my heart broke for Joe and myself when there weren't.  All I can say is write faster, Mr. Shelby... write faster!!","11 4, 2012",AX5FP2RIXG0Z2,Nancy McAleer,"Write faster, Mr. Shelby!!",1351987200
B008GWT0NM,"[5, 6]",1,Not worth reading unless you want a quick thrill from the sex scenes which is about 90% of the story. There is no plot at all.,"03 31, 2013",A8UTZW32P2CY4,Mary,Before you go,1364688000
B00856387I,"[1, 4]",1,"I read the first three stories and realized that I hadn't even cracked one smile, let along laughed out loud.  Obviously the author thinks he (or she, I don't care enough to notice) is hilarious, but sadly, no.  Of course, several reviewers do think it's funny, so I guess you'll just have to read a little bit to find out.  Get a sample before wasting time with the book.","04 13, 2013",A2O5UBLK35IJX6,"SLB ""Zoomama""","Unfunny, very",1365811200
B00CY0F4CS,"[2, 2]",4,"This was a page turner! It had a lot of characters, but I found it easy to follow. What I liked about it is that there wasn't necessarily one main character- just several different story lines that were intertwined. The book started out slower, but toward the middle went warp speed! It reminded me of the movie Crash, where the actions of one person have an effect on the next, and his on the next, and so on. I wish the second half of the novel would have been expanded upon- it felt like the author could have gotten into a lot more detail. There is a cliffhanger at the end and I would love to see a part two! But... spoiler alert... I'm not sure who the main characters would be! I recommend this novel for anyone that likes crime novels that move quickly.","07 15, 2013",A2YCLJNOE7JGCW,Tina S,Every action has an opposite reaction,1373846400
B00JHIJD5Y,"[1, 1]",5,What a good book. The story was unique and told in a way that the reader actually felt the sexual tension between Jenna and Brandon. I liked the fact that the story is full of incredible sex and pure emotions.,"04 26, 2014",A107QCQSFVT6VN,Peter Mckinsey,Pure emotions!,1398470400
B00GK4V9PA,"[0, 0]",3,I did like it. However it was a little drug out so I think it could have been shorter for the story line or needed more story too it.,"04 9, 2014",A385K0XWTQLACU,Donna,It was pretty good read.,1397001600
B0073M7498,"[3, 6]",5,"What a fun, delightful book.  There's heart, laughter, love, some great sex, and most of all a wonderful story.  Chase manages to bring to life lovable characters that will make you wish they were real. Samantha Logan is the girl next door with a big heart and a temper to go with it. When she meets her match in Adam Rourke, it becomes a matter of keeping each other on their toes, in their hearts, and in their lives.  They couldn't be more different than two people could be, but somehow Chase makes it work.This is the second of her novels that I've read, and yes, she has yet another fan to add to her collection.  She doesn't disappoint and I can't wait to read another.  Read Rules and I promise you, you will want to read it again and again.  A great romance for all ages!","02 16, 2012",A218DSZ2ENVYJP,Linda Eble Swain,A Rule That You Will Always Remember,1329350400
B00J8GEMCE,"[0, 2]",2,"Not sure if it was the story line or the writing style, but I just could not get into these books. Sometimes I just don't like the characters enough to read about them.","05 14, 2014",A1Y1I1LACWKOMK,Evie53,Just not my cup of tea,1400025600
B006B7Y5A2,"[1, 1]",5,"This is a must have for anyone planning to create an iPhone app. Wayne Evans cuts through the clutter to give readers a straightforward road map for brainstorming your topic, finding the right technical support and creating a marketing plan. This handy guide will make launching into the app development world a whole lot easier.","04 7, 2014",A1U3W0WVNEOB6O,L. D. Kelly,An Excellent Guide!,1396828800
B00ENVYVHA,"[0, 0]",5,"Ok I haven't read Selling Scarlet yet. (Guilty) I know. I loved this tracking book. The whole time I was reading it I kept thinking it should be a movie. Even guys would like it. You have it all. Action, drama comedy, sex, and love.Cross is so unbelievable (swoon) my new boom boyfriend. Sorry ladies I'm staking my claim!Ella's imagination is incredible. She knows what keeps people intrigued. Thank you for my new obsession.  I cant wait to read Scarlet and the third book. I know ones has to be done. *begging on knees*","09 4, 2013",A3HOIKV9DVCV40,Heidi Hudson,"""Fracking""unbelievable",1378252800
B00CZE4LQ8,"[2, 2]",5,"The story is short but beautiful. I would love to learn more about these characters. The heart stone doesn't lie, this was moving.","06 19, 2013",AZAF5GQE3U1N3,Liz,Lovely,1371600000
B00ICTUSC6,"[0, 0]",5,"It's a good book but way too short. Just when it starts getting, it's over. I definitely recommend this book, can't wait to read part 2","07 8, 2014",A1FHH59WOVQ22C,"Beverly Johns ""Bev the book queen""",It's a good book but way too short,1404777600
B00B43LNEY,"[0, 1]",4,"Although the plot moved a bit slowly, I kept coming back to it to find out what was happening. I plan on reading at least the next sequel.","07 5, 2013",A340JVI0NYIOT2,tracy,4 stars,1372982400
B00L6O5EWI,"[1, 1]",5,"Man, this book isn't lying when it gives you the warnings about the steamy scenes!!  :) Definitely a mature readers only kind of book. That being said, I really enjoyed this hot read concerning the fantastical & romantic relationship between the characters of Sade and Aranion. Not to give away too much, but this is definitely a page turner - can't wait to read what happens next!","06 24, 2014",A11US7VEC93CT6,Lynn Bryan,Wowee!!,1403568000
B004M8SYU4,"[3, 5]",1,"I had really hard time to focus on the story,the book is hard to read and there is  no good flow therefore after few chapters I deleted it.","08 19, 2011",A5OY5R73QUBED,siwa,nehhh,1313712000
B00K667VLO,"[0, 0]",5,"When we put our dog in his crate, he is not comfortable and does not stop making noise. It is very disturbing when we are in a car. The book contains good stuff to make the dog comfortable in his crate. My favorite chapter was &#34;Benefits of Crate Training&#34;. Good book.","05 21, 2014",A30SHRDUQFXF6V,Steve Bureau,Nice book about Dog training,1400630400
B00AIF3QD0,"[1, 2]",5,Fantastic read. Love this author and can't wait for the second book. Left me hanging at the end.  Read this in a 1 1/2. Kept my interest.,"02 17, 2013",A2INY2QEQN7CBG,"Char ""Char""",Read it in less than 2 days,1361059200
B00ENTQWVU,"[1, 3]",5,A MUST READ.  Can some one who witness so much pain live threw itWho needs love  and can they find it.Is revenge needed in order to fix it  Family who left can you finally find them.Can you love a person to much. Should you help a person who broken.Is running what you should do.  So many question so much to deal with but.....God she loves her manRead and find out what happens,"09 8, 2013",A99KVVV7NFPBP,Pamela Reveal,Can you finally have love,1378598400
B007XZWD5A,"[0, 0]",3,"The author has a different writing style that hindered my reading.  So, I'm not sure if I didn't like it much because of content or because it felt like work to read it.  To be clear, I'm not complaining about grammar or spelling...  it is a unique style of writing that kept pulling me out of the flow.  Examples: pet names in parentheses, Spanish words (I don't speak Spanish).  I just wasn't able to connect with this book.","05 2, 2013",APAY1RKX81YHB,InOhio,Sort of non-standard writing style?,1367452800
B00FEXC6UU,"[2, 3]",4,"A short story on thinking over the prospects of dying over lack of water when it contains a virus and the water is contaiminated. The outlook looks bad, when there doesn't seem to be any hope over those who live without any fresh water, except for bottled or contained water sources. The contaiminated water has most likely spread everywhere, so there isn't a supply to enable people to live too long without enough safe water to drink. The people are afraid of getting H.O.R. or water rejection. I liked this short story of the character analyzing possibilities, along with narrowing down options of choice. The person doing his person-narrabive sees why wait for the end, as there is a suicide booth on seventeenth and Grand. The main character doing the first person narrative is contemplating to end it before it is too late. He figures the options seem kind of slim to none. He figures much hope is left for himself and others, seeing the dwindling chances of survival. He may be right.","10 27, 2013",A11Y2VAR3AWSPX,Daniel Allen,A level of contemplating your fate on dying  from lack of water.,1382832000
B00HY3HN7E,"[0, 0]",4,"I read first book, and wanted to see how this character managed in abusive relationship. Difficult to comprehend why women stay, but powerful story. Need to do more to help women in these types of relationships.","04 23, 2014",A3CABJBTZFBKP7,"rsmry ""rsmry""",enjoyed,1398211200
B00BE2Y7CK,"[0, 0]",3,"*Book source ~ Many thanks to NetGalley and Riptide for providing a review copy in exchange for an honest review.Marcus Tremayne is a Dom who frequents the local BDSM club Spread Eagle. When twenty-year-old hot and sexy Bret Daniels spies Marcus minutes after entering the club he decides Marcus is the Dom for him. When Marcus ignores him, Bret stalks him for weeks, waiting for Marcus to speak to him. The moment Marcus gives in is the moment both of their lives change.This is the 3rd book in the series, but I didn&#8217;t feel as if I had missed anything by skipping books 1 & 2. Which is a good thing. While I do love a series that expands as each book comes along, I also prefer each book to stand alone. Contrary much? Yep. Anyway, this book made me curious enough to want to seek out the others, but didn&#8217;t irritate me by feeling as if I had missed something leading up to this book. Does that make sense? Well, it does to me. *winks*I really love the writing. This is the first Kim Dare book I&#8217;ve read and I&#8217;ll definitely be checking out more of her books. I also love Marcus. What a yummy Dom. Though I have to admit I was a little disappointed he gave in so quickly to Bret. Bret, on the other hand, him I didn&#8217;t like so much. He was too bratty, too forward for my tastes. The steamy goodness of the scenes makes up for my opinion of Bret though. All-in-all I like this M/M BDSM story.","02 8, 2014",A2FOQS9I8RI0V6,A Voracious Reader,Yummy M/M BDSM short,1391817600
B00KLILI5M,"[2, 3]",5,"No no no. Jess needs to continue to say those words. Each ending keeps getting worse. To be honest, I don't like Nathan. It's time for Jess to move on. I think Drew is it. Nothing like a little revenge. Nathan deserves it. Love the series- Nathan not so much!","05 28, 2014",A2GWSZUWK2H4A1,Diana,Just say no Jess,1401235200
B00G1X9G1Y,"[3, 3]",5,"When the story began with Trip and his two best girl friends, Rina and Jillian, getting ready to do the Organ Run in Central Park ~ hundreds of costumed joggers running from zombies ~ I knew immediately I was in for another great read by Damon Suede. Discovering the story involved a graphic artist and a monster-makeup creator just made me even more interested in reading it.Trip is a graphic artist with a secret crush on his editor and colleague, Cliff, who is completely straight and, as far as I can tell, is just using Trip for his genius artistic abilities. I mean, let's face it, Big Dog Comics is getting a serious amount of art out of Trip but not allowing him to script anything other than the bland stuff all because Trip is an idiot and keeps hoping Cliff will notice him and all of a sudden discover he's gay. Not gonna happen, buddy. Plus, the comic he does the art for is seriously staid about a bunch of high school kids. There's no sex, no blood, just issues about acne and peer pressure. Boring! Good thing Trip accepts commissions because otherwise he thinks his brain might ooze from his ears. Life looks up when he meets Silas at the zombie run. Silas is hot, even in full zombie makeup, and Trip thought he was flirting with him but they both forgot to exchange numbers. Now, Trip is trying a little subterfuge to locate Silas, and really hoping it works.Silas does FX makeup for the stars, and his specialty is gore and wounds. What a thing to put on a resume, huh? He's so mad when he can't find Trip again during or after the race because he thought they had some chemistry. Silas is a lot different than Trip in the dating department. I guess it's easiest to just say that Silas has had a lot, and I mean a lot, of hookups and short-term dating, but something about Trip makes him wonder if there isn't more to life. When Trip tracks him down and calls him, Silas is ecstatic and they meet for dinner. It's a bit of an odd first date as Trip is still upset at Cliff stealing his pitch for a new comic and having someone else draw it. What? So, Silas and Trip sort of stumble around each other in that first date nightmare. The second date goes much better and they both are realizing how much chemistry they have together, and this is before anything physical!Rina and Trip do a brainstorming session where the character of Scratch, an incubus, is created and a basic idea is born for a &#34;very graphic novel&#34; for adults. While Trip is drawing and thinking and doubting, he and Silas continue to date and when things do get physical it's pretty intense. I completely and totally fell for Trip and Silas. Both of them so hesitant to trust, to open up, to be vulnerable, even as they are doing those exact things. I loved how they brought out the best in each other and how they managed to come up with ideas for Scratch when they would just be talking to each other. Not brainstorming, just regular conversations where something Silas says would light a match in Trip's brain. Trip makes Silas feel valued and cared about and Silas makes Trip feel like he can do anything and his talent and ideas have value. Silas encourages Trip to try and interest publishers and fans in Scratch at the next comic convention, but Trip is scared and has a lot of doubts. What if he loses his guaranteed work with Big Dog, or loses the respect of his fans and others in the industry when he introduces a gay incubus graphic novel? Which he's not even finished with? Trip thinks it's way too risky and Silas thinks you need to risk to win.What a fantastic book! Damon Suede really knows how to keep my attention, and considering this is a fairly long novel, that is saying quite a bit. I was on pins and needles waiting to see if Trip would finally see Cliff for the giant a-hole he is and see how much he played on all of Trip's fears and doubts in order to use him. God, I despised Cliff! I wasn't so sure how I felt about Trip at the end, because it's really all his fault what happens, and I personally felt he got off easy in the blame game. I adored Silas, every single inch of him and want one for myself. I absolutely adored this book. The writing is phenomenal, the characters are fantastic, the psychology is real, and the sex is hot. Thank you, Damon!NOTE: This book was provided by Dreamspinner Press for the purpose of a review on Rainbow Book Reviews","10 29, 2013",AR9RKLQQC2L6K,CCDuke,Loved it!,1383004800
B00BT1T1ZY,"[0, 0]",5,The twists and turns in this book will keep your eyes glued to each page. I really enjoy reading this book.,"08 26, 2013",AIH2PLTMKD9N1,E. Labbe,A great book,1377475200
B00K0Q7CBE,"[0, 0]",5,Very good book and well written.  It seems as though it should have a sequel I would like to know what happens to them and his meddling mother.  Keep on keeping on with your writing.,"06 24, 2014",ANPGNM3EA8PTM,L Pettaway,Felicia and Benito,1403568000
B00D2C11B0,"[1, 1]",5,This book is based on mathematical genius Daniel Geller who developed a mathematical formula that can predict a person's death. Things did not go as planned for Daniel. But you must read the book to figure out why. It is full of great twist and turns. The characters in the book are all very well evolved. You really could not ask for more in a book. It is so well written it is hard to believe that this is Darren Sugrue's first book. I am waiting patiently for his second book.Wait! one more thing I learned a great deal of British words while reading this book. It was a fun add on!I got this book for a honest review.,"07 14, 2014",AHLGCHH1F1MO,angie,It is worth your time..I dare you,1405296000
B00IB7FNLU,"[1, 1]",4,"This book was an easy read and had some good practical tips on both setting goals and managing time and tasks effectively. I like the way the author made a distinction between the two and offered advice on both rather than trying to lump it all together. For me, this book was a very good reminder of various strategies to use in time management as well as how to keep from being distracted when working toward a goal.","02 15, 2014",A3BQI23E5FQP7I,Jeanie,Good Reminder,1392422400
B004X6SUG8,"[0, 0]",3,"I received a free copy of this book in exchange for my review. The story is written fairly well. It is easy to follow and conclude the end on your own. Not as ""mysterious"" as I normally like. Good characters and background information though. Though I prefer more of a mystery, I couldn't put the book down till I knew I was right.","08 5, 2011",A2JV2R8UM1KV2H,Smith623,Ok read...,1312502400
B00IQOFSCW,"[1, 2]",4,"Pretty Reckless is the first in author Jodi Linton&#8217;s Deputy Laney Briggs Series and really sets us up for what I think will be a great collection!Sherriff&#8217;s Deputy Laney Briggs is used to the slow and somewhat boring country life in a small southern town.  She&#8217;s been able to get past a pretty hurtful breakup and is adjusting to life as the fianc&eacute;e of the town&#8217;s veterinarian.  Life is pretty good.  For Small Town, USA, that is.  Things take a turn for the worse when there&#8217;s a dead body found up on one of the big local farms.  Suddenly everything is turned upside-down.  Not just because there&#8217;s clearly been a murder, but because her ex is now here working the case with her.  He&#8217;s a Texas Ranger and is assigned to help on the case.  A distraction she doesn&#8217;t need especially when this turns into a real humdinger case of who-done-it.  The murder turns out to be the tip of the iceberg and Laney uncovers a huge case of debt, drugs and deceit.  The likes she never thought she&#8217;d see in her small town.  Add working alongside her sexy as sin ex and digging up all sorts of feelings she&#8217;d like to leave behind, and this may prove to be the hardest case of Laney&#8217;s life.Whew, talk about a mystery that had me on the edge of my seat until the end!  Laney sure had her hands full from the very beginning and with so many colorful townspeople and viable suspects; she had her work cut out for her.  That poor gal was put through the ringer in this book but I loved that she never gave up&#8230;or even thought about quitting.  One of my favorite parts of this book though was Jodi&#8217;s ability to write a small town that I truly felt a part of.  The characters were described with such great detail that I loved some of them, hated others and laughed with many of them.  I think this is a great start to the series and feel like we have a great foundation for the series to come.Thank you , Jodi, for Pretty Reckless!  I&#8217;m looking forward to what&#8217;s in store for Laney in the future.","04 3, 2014",A3F6HQM9SPLKJU,Jillian Read-Love-Blog,a heroine with a kick butt attitude...sign me up!,1396483200
B00AMXXM6Y,"[0, 0]",5,I absolutely love this book.  Don't pass it up ladies. It will keep you turning pages deep into the night.,"02 16, 2014",A1ODQY7M013BNF,Tracy,awesome !,1392508800
B00B1MGPAK,"[0, 0]",4,"Will definitely have to add these ladies to my favourite authors list. This story is rich in more ways then one. Mystery, romance, and characters that feel like friends.","05 19, 2013",A1Q5DUJAQLXHTN,"Angela S. Hall ""Granny Ang""",The Vanished Lady,1368921600
B005GFBQWU,"[0, 0]",5,Because OF You was good love story of challenges that Shane and Jen go through with each other and their careers.  It was great that they made it through because they were meant to be together.  They weren't happy unless they were with each other. It was a wonderful love story.  Jessica did a wonderful job of writing it!,"01 22, 2014",A1CL3FS67LX1YW,Amazon Customer,Romantic Challenge,1390348800
B00G0J9C9A,"[0, 0]",3,"I really enjoyed Morgan&#8217;s first Cosmo Red Hot Read, Ripped. It was fun and entertaining, and I was definitely looking forward to Burned thinking that it would be much of the same. Unfortunately, this story fell a bit short for me. I did enjoy it, yes, but not nearly as much as Ripped.What I liked:Rosie&#8230; for the most part. She&#8217;s a strong, independent woman, and she stands up for herself when her boyfriend in the beginning of the story tells her that she makes him feel less masculine &#8211; that she needs to act like a girl so that he feels better about himself. That scene made me love her character, because she knew who she was and she wasn&#8217;t willing to give up who she was in order to make the guy happy.Hunter. He was a bit intense at times, but he was a likeable love interest. He wasn&#8217;t overbearing, and he genuinely seemed to have Rosie&#8217;s best interests at heart. At times he did come off as a bit too perfect, but I still liked him.The scenes with Hayley and Rosie. Like I said, I preferred Ripped to Burned, and that&#8217;s mainly because Hayley&#8217;s story was a lot of fun. Having her pop up in Burned was great. Her scenes with Rosie were light, but they also highlighted their strong relationship as sisters.The ending. The ending was perfect for this story. It was sweet and it helped to tie up loose ends in the story.What I didn&#8217;t like:Rosie, at times. The fact that she wanted to take all of the blame for Hunter leaving (before she&#8217;d given him a chance to really explain himself) bothered me, especially because it did become a bit repetitive.The ending. I know, I know. I said I liked the ending, and I did. But I also felt as though it was rushed. After the end of Chapter Nine, it seemed like things jumped forward a bit too quickly with Chapter Ten.Overall, I enjoyed Burned. It wasn&#8217;t as strong as Ripped, but it was still enjoyable.","06 13, 2014",AWKDTHEV8HF5T,Nicole's YA Book Haven,More like 3.5 stars.,1402617600
B00G8BHJB8,"[0, 0]",5,This was an amazing story. I loved the characters and everything about it. I wanted more. just an absolutely wonderful book.,"02 6, 2014",A227LPT1ZGL961,Zookeeper Susanne,great.,1391644800
B00DJX3XPY,"[0, 0]",4,"James Hoag has done a very wonderful job of writing about the life and times of recently passed country music legend George Jones. While not an in-depth study, you learn a lot about this icon from the world of country music. Many of these artists came from backgrounds that provided them with few life skills, which bring about more life mistakes. This adds a lot of ""color and seasoning"" to a person. George Jones was one who led that pack.This is a very enjoyable, entertaining, and easy to read book that will more than likely have you setting out to buy a greatest hits CD (I know that I will) so you can put the rest of the pieces in this puzzle... the audible, musical pieces are the only ones remaining.Anyone who loves and appreciates music of any kind should get this book, since the artists are the real joy to get to know. George Jones was a real joy to get to know and thank you for that, James!","08 18, 2013",A3FHY5YS1IQCN8,James,The Legend Lives....,1376784000
B007APJ0D6,"[0, 0]",4,"'Reflection' is a young adult contemporary novel that focuses on Heather Robbins and her journey from her small hometown to the hopeful future ahead of her in college and beyond. A huge twist in the story comes when we learn that all of Heather's dreams of her new life at college with her handsome classmate Nick are merely dreams while she is really in a coma. Heather must figure out the truth of her past, what memories are real and which are imagined as well as finding herself in the process.I thought that the voice of Heather was very realistic and believable - it seemed like the dialogue used was taken right out of a teenage girl's mind. The problems that Heather faces in the book are all things that readers can identify with, which makes her easy to identify and empathize with. I felt that this book was well written and had a great flow - like I mentioned, it felt like I was getting an inside glimpse into a teenage girl's mind during stressful and frightening experiences. This was a very interesting read with some realistic and deep issues, but it was intriguing to see how the main character and her friends/family dealt with the issues that came about throughout the book. Overall, this was a great novel and I truly enjoyed it.Disclosure: I received a copy of the book in exchange for an honest review.","09 4, 2012",AXZD32TVRZ2GB,Stephanie Ward,A Well Written YA Contemporary Romance Novel,1346716800
B00GO6CHLY,"[1, 1]",5,"I didn't like the ending.  But otherwise it was a good read. The government is exactly like it is portrayed in this book. Hiding information, making people disappear.","04 15, 2014",A36X06TAFC7SM2,Jacqueline,Good book,1397520000
B009KT2RI0,"[0, 1]",5,"Such a great book and love story, I love reading books like this! Definitely recommend to any romance novel lover.","01 18, 2013",A303POOLUI9F95,Crystal Elam,The seven devils,1358467200
B00IU69PTI,"[0, 0]",4,"New Adult fans you are going to enjoy this debut novel by Jules Barnard. It is well written and the perfect length. I am truly surprised at how much I enjoyed reading this book. As of late I have found that I am a bit burned out on the New Adult genre. Same storyline. Same Character types. blah blah blah. Her characters are relatable, intelligent, sexy and pretty realistic. No poor me heroine here! Cali, the main character is at a crossroads and is trying to figure what she really wants out of life and making those hard choices to get there.Cali is a recent college graduate. She plans on starting Law School the following year. Cali and her best friend Gen move to Lake Tahoe for the summer to work at a Casino. She has a boyfriend, the same guy for the past few years but things are slowly falling apart between the two of them. She meets Jaeger(LOVE THE NAME) and she feels like she knows him from somewhere.... Jaeger is hot as sin and a bit mysterious. He is an ex athlete, loves fishing and carving wood. Yep, carving wood. He is one lovable character that will have you swooning throughout the story.Misunderstandings, miscommunications, work drama, and one of the craziest exes I have ever encountered in a book make for one heck of a read. It looks like Gen(the BFF) is getting her own book next and once you read Deep Blue you will see how much her character needs her story told. I can not wait to find out all of her secrets and how her story plays out! 4 Stars &#60;3","03 11, 2014",A1G6UIQG93XC0E,Her Juicy Reads-Kristen,Great Debut!,1394496000
B00J47HAUS,"[0, 0]",5,"I have been waiting since Razors Ride for Shade and Lilly's Story, and it didn't disappoint!!!  I loved Shades character! I devoured the book in days wishing it wouldn't end... If you like alpha motorcycle men with big hearts who like  to give out a little discipline :)  then this is a good book for you!","03 23, 2014",A59H5N7KTP7ZH,Michelle,Another awesome book!,1395532800
B004ZG8KRK,"[3, 3]",5,"Joe Caf&eacute; centres on the kidnapping of lap dancer Sara by psychotic killer Chet Mooney. While her boyfriend and the police look for them, the novel hones in on the private hell the dancer is going through at the hands of a man who is intent on purging his hatred on her.The narrative voice is strong from the outset:`Joe Caf&eacute; opened in 1969 with no fanfare. It was a small-fronted diner. The kind of place that looks old for no discernible reason, dirty though it is impeccably clean.'Stylistically the novel is both elegant and dark, moving between evocative descriptive passages and sharp edge dialogue. Using flashbacks it gets you inside the killer's head and Mader cleverly manages to allow you to see the reasons Chet Mooney has ended up this way. This is one of the strengths of Joe Caf&eacute;, it digs behind the behaviour of the characters and gets beneath the skin. In its thematic darkness and narrative style Joe Caf&eacute; is a Noir novel and a fine one at that.Mader has also structured his first novel brilliantly, moving with ease between the different perspectives of the characters. After the first chapter it is extremely hard to put down. You are pulled into the maelstrom of events sparked off by the abduction. Mader has a native elegance to his prose that offsets the more disturbing aspects of the novel.The descriptions of being held captive and the physicality of the experience are powerfully told:`The hardest part is mental. We get used to having stimuli pounding into our brains. We get used to traffic and billboards and radio cures for baldness. Being in a dark room, tied to a chair, is an agony few experience.'Sara's imprisonment is the physical centre of the narrative as attempts to rescue her are made.This is a sharply written highly readable novel that takes you to the dark side, I highly recommend it.","10 7, 2011",A2J4GZH4B9LXPY,"Richard Godwin ""Author Of Apostle Rising""",Tight Noir,1317945600
B00B4XT7K6,"[0, 0]",5,"&#8220;For Freaks Only (Dark Chocolate) by Justin &#8220;Amen&#8221; Floyd was a juicy, erotic read from beginning to end. With scenes that will definitely have the weak at heart blushing, the title must certainly doesn&#8217;t lie. The introduction alone was&#8230;well, read it and see what I mean.Although &#8220;For Freaks Only&#8221; was a short read, it goes straight to the point and will leave you wanting more. Can&#8217;t wait for part 2! 5 stars!~New Beginnings Book Club~","03 3, 2013",A1UEURS37J20B8,C. Towns,Freaks Only,1362268800
B007K3E178,"[2, 3]",5,"I will admit, as soon as my iPhone dinged with an email last night, I knew it was my notification that this book was now on my various Kindle related devices and ready to download.  I was giddy with anticipation and was glad I only had 10 more pages to read in the book in my hand so I could jump right to this one.  An hour and a half later, I was glad I choose to forego sleep so I could spend the wee hours of the morning with Todd, Ben and Erin.For those that may not have read picked up any of the Brown Sibling books, Todd, Ben and Erin are from the first book in the series, Laid Bare.  The threesome have had to overcome personal and family  prejudices, emotional devastation and learning compromise between friends to lovers in order to get to their HEA.  As Laid Open begins, we can see that everything they went through made them a stronger unit and created a family that is filled with love.  And in any family unit, no matter how strong, mommy and daddy (or daddies in this case) need some alone time to solidify those bonds.Laid Open gives us an opportunity to see how Todd, Ben and Erin decompress from the trials and tribulations of home and reconnect with each other.  Let me tell you...it's freaking hot.  Not only do they strengthen their ties as a threesome, but Ben and Todd take their relationship to a higher level of closeness.It was wonderful catching up with the three of them and seeing just how much they have grown from their book.  There are still emotional scars they must deal with, but they have truly built a unified front that could probably withstand just about anything...together.This was the perfect 'taste' of the Browns to tide me over until Tart comes out.  One I highly recommend.","10 2, 2012",A3TGY3ANGBNK7C,"Cocktails and Books ""Shannon""",Reviewed for Cocktails and Books,1349136000
B00FXIS2B8,"[0, 0]",5,"I received a complimentary copy of Don't Feed (The Rules Trilogy) from the author for review. But this does not affect my honest review!Don't Feed was an awesome read! I read Don't Kill Dinner where Kenna first encounters Arthur (Vampire) which causes her life to change forever. In this sequel, Kenna is reeling from witnessing what she thought was Arthur... the man she loves... killed before her eyes. But when she realizes this is not so...she experiences both anger and jubilation. Arthur explains that he along with several others, were working on removing the darkness that had entered Kenna by the end of the first book; In the first book she had gone rogue and began killing humans..who she deemed unfit and bad. But this was against the rules of her coven, (taught to her by Arthur her mentor and lover) where no human was to be killed. So now on Bora, Bora, Kenna goes through withdrawal and intense training to aide her in the upcoming fight against the Sirens....many twists, turns and surprises are in store for the reader in Don't Feed!I enjoyed both books...they were fun, sexy and fast paced. I enjoyed the new take on Vampire society and the introductions of the Sirens! I look forward to book 3 and I believe Jennifer Martinez is an author to watch!:O)","01 20, 2014",A1B5V7BX2VF8T8,Michelle C. Jordan,Sexy and Intriguing!,1390176000
B005MPFCFG,"[0, 1]",3,"Ok, I knew what to expect this time. First we have the story of the occupants to let us know what they were doing before/during the outbreak. This time we have a couple with marital problems and the way it is handled. There is a nice little karmic moment at the end. And yes we see a zombie.Enjoy this before you read the main novel.","05 20, 2013",A1XLO4OQO7SF3Z,"Karen ""Book Hound""",Killer husband,1369008000
B006IU96TM,"[0, 0]",4,"I enjoyed the book. It held my interest. I have always liked the history of Ireland, Scotland,and the Stone of Destiny. And yes I would recommend it.","01 31, 2013",A1CNVY79AC6LK9,johnny j peeks,Stone of Destiny,1359590400
B00B0R6YPW,"[0, 0]",5,Meeting Joel through Chase and Jenny had Terri interested but leary of another attachment to a man after a failed marriage. Events brought them together and another wonderful love story developed.  Another great book in this series.,"12 5, 2013",A1GQOV7SE71TB0,jeanbean,Here Comes Trouble (Texas Trouble #8),1386201600
B00JDLFHRI,"[0, 0]",5,Loved this book and can not wait for the next book to come out in May. I love her writing style,"04 2, 2014",A68M846086FRN,Amazon Customer,Awesome,1396396800
B007Q7FG68,"[3, 3]",5,As a lover of the horror genre I am always on the lookout for a great story and Six - Pack of Blood does not disappoint. Betty Dravis and Barbara Watkins have come together to create a wonderful collection of short stories and have blended both of their styles of writing very well in the process. I always love it when I can begin reading a book and finish it in one sitting and this one was definitely a page turner. Reading more work from both of these authors is a must in my opinion. I am eager to see what they come up with next.,"04 11, 2012",AXPPSKNTIAACM,Kimberly LaRocca,Great Stories!,1334102400
